Trial_Name,Fields_Count,Trial,Response_Time,Response_Size
10campos,40,16,0.3300354480743408,354
10campos,40,17,0.3078310489654541,354
10campos,40,18,0.33718204498291016,354
10campos,40,19,0.41800713539123535,354
10campos,40,20,0.33515477180480957,354
10campos,40,21,0.7956981658935547,354
10campos,40,22,0.3351922035217285,354
10campos,40,23,0.37713074684143066,354
10campos,40,24,0.3291482925415039,354
10campos,40,25,0.32724618911743164,354
10campos,40,26,0.3386242389678955,354
10campos,40,27,0.3456132411956787,354
10campos,40,28,0.36560606956481934,354
10campos,40,29,0.3217494487762451,354
10campos,40,30,0.3076913356781006,354
